Date,Year,Month,Quarter,Season,Salesperson,SaleType,Region,Product_Line,Performance_Level,Incident_Impact_Category,Incident_Type,Economic_Index,Marketing_Budget,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Profit_Margin,Incident_Impact,Incident_Description,Price,Salesperson_Skill,Product_Tier,Employee_ID,Office_Temperature,Random_Factor,SaleType_Numeric,Region_Numeric
2015-09-01,2015,9,3,Fall,Alice,Subscription,East,Standard,Low,Neutral,none,96.97,51717.81,137.79,486.19,89959.8,7.81,46.93,3.65,0.25,0.0,,185.03,1,2,1420,78.0,-0.75,0,1
2016-01-01,2016,1,1,Winter,David,Subscription,West,Standard,Medium,Neutral,none,105.58,50614.49,148.9,700.66,112315.39,7.2,36.86,2.84,0.34,0.0,,160.3,4,2,4749,74.35,-0.14,0,4
2021-10-01,2021,10,4,Fall,David,Buyout,North,Standard,High,Neutral,buyout_premium_tier,106.24,56140.04,207.42,946.9,1060202.64,7.66,54.1,3.35,0.39,0.07,Buyout Premium Tier (+16%),1119.66,4,2,7231,72.1,0.49,1,2
2017-01-01,2017,1,1,Winter,Bob,Subscription,South,Standard,Low,Neutral,none,106.42,46351.45,149.95,547.04,71672.84,6.3,21.68,2.8,0.22,0.0,,131.02,2,2,9030,71.34,2.18,0,3
2023-03-01,2023,3,1,Spring,Eve,Buyout,West,Basic,Medium,Negative,enterprise_compliance_issue,121.04,66104.18,202.65,836.11,1427151.23,7.5,62.76,3.41,0.16,-0.14,Enterprise Compliance Issue (-14%),1706.9,5,1,8701,69.37,-0.04,1,4
2019-09-01,2019,9,3,Fall,David,Subscription,North,Standard,Medium,Neutral,none,101.09,49282.62,191.25,891.9,137013.06,8.98,35.07,4.13,0.33,0.0,,153.62,4,2,4995,76.67,0.28,0,2
2023-11-01,2023,11,4,Fall,Charlie,Subscription,West,Standard,Medium,Neutral,partnership_deal,110.65,63365.31,188.54,884.59,134085.99,5.74,52.97,3.63,0.32,0.09,Partnership Deal (+18%),151.58,3,2,8278,72.77,-0.5,0,4
2015-03-01,2015,3,1,Spring,Eve,Subscription,North,Basic,High,Neutral,none,102.1,50290.97,201.49,937.99,181472.45,6.64,36.0,2.31,0.3,0.0,,193.47,5,1,2442,73.77,-0.78,0,2
2020-07-01,2020,7,3,Summer,Eve,Buyout,South,Premium,Medium,Negative,pandemic_impact,103.35,69568.17,219.16,825.34,1187613.6,8.97,53.84,3.46,0.36,-0.17,Pandemic Impact (-35%),1438.93,5,3,1941,68.36,0.51,1,3
2022-10-01,2022,10,4,Fall,Eve,Subscription,East,Standard,Medium,Neutral,none,103.77,54819.78,167.66,818.55,106624.89,10.0,51.27,3.91,0.26,0.0,,130.26,5,2,8083,73.61,0.48,0,1
2018-05-01,2018,5,2,Spring,Charlie,Subscription,North,Basic,Medium,Neutral,none,109.55,65642.36,161.3,654.14,64027.32,7.46,42.02,3.42,0.2,0.0,,97.88,3,1,6897,71.92,-1.31,0,2
2019-03-01,2019,3,1,Spring,Eve,Buyout,West,Standard,High,Neutral,economic_downturn,105.89,64661.95,219.3,940.0,1239258.4,7.12,53.03,3.33,0.31,-0.06,Economic Downturn (-20%),1318.36,5,2,5721,73.13,-1.36,1,4
2016-03-01,2016,3,1,Spring,Alice,Buyout,South,Standard,Low,Negative,product_recall,105.7,53143.18,140.79,390.23,448884.23,6.7,29.78,1.9,0.22,-0.25,Product Recall (-25%),1150.3,1,2,7311,71.09,0.96,1,3
2018-06-01,2018,6,2,Summer,Alice,Subscription,North,Standard,Low,Neutral,none,98.51,65848.44,152.59,512.28,90965.32,6.09,35.22,3.16,0.21,0.0,,177.57,1,2,1694,71.67,-0.77,0,2
2015-05-01,2015,5,2,Spring,David,Buyout,West,Standard,Medium,Neutral,none,100.84,59865.38,168.95,756.52,1011183.82,8.43,30.9,2.9,0.36,0.0,,1336.63,4,2,2627,73.51,0.14,1,4
2020-10-01,2020,10,4,Fall,David,Buyout,West,Basic,Medium,Negative,pandemic_impact,102.19,49255.68,173.33,656.81,713244.66,8.01,43.53,3.41,0.18,-0.1,Pandemic Impact (-35%),1085.92,4,1,6509,69.18,0.29,1,4
2016-11-01,2016,11,4,Fall,David,Subscription,West,Standard,Medium,Positive,award_recognition,101.77,46818.3,172.21,883.74,146452.92,8.9,49.34,2.94,0.39,0.12,Award Recognition (+12%),165.72,4,2,2945,69.04,0.17,0,4
2022-06-01,2022,6,2,Summer,Alice,Buyout,North,Standard,Low,Neutral,none,111.29,69982.66,151.92,559.15,979183.85,6.72,38.84,3.95,0.34,0.0,,1751.2,1,2,6541,68.0,-0.25,1,2
2015-05-01,2015,5,2,Spring,Eve,Buyout,North,Premium,High,Neutral,none,100.83,54128.92,177.51,912.13,1132522.08,7.83,34.13,3.12,0.45,0.0,,1241.63,5,3,3366,72.41,0.64,1,2
2018-11-01,2018,11,4,Fall,David,Buyout,North,Premium,Medium,Neutral,none,104.13,42920.06,179.12,795.6,838949.56,9.5,52.88,3.38,0.41,0.0,,1054.48,4,3,5890,73.28,1.19,1,2
2019-03-01,2019,3,1,Spring,Charlie,Subscription,East,Basic,Low,Negative,east_region_disruption,111.04,59331.01,165.35,585.93,38296.6,7.99,44.08,3.26,0.12,-0.12,East Region Disruption (-18%),65.36,3,1,2232,69.07,-0.0,0,1
2017-12-01,2017,12,4,Winter,Eve,Buyout,North,Standard,Medium,Neutral,competitor_launch,103.08,42852.76,175.19,823.06,1006283.69,7.11,40.14,3.39,0.31,-0.08,Competitor Launch (-15%),1222.62,5,2,9419,68.17,-1.39,1,2
2020-11-01,2020,11,4,Fall,Bob,Subscription,North,Standard,Low,Positive,subscription_feature_launch,102.59,51852.55,128.69,569.98,88517.17,7.27,43.4,3.21,0.39,0.1,Subscription Feature Launch (+14%),155.3,2,2,8524,71.76,-1.13,0,2
2016-05-01,2016,5,2,Spring,Bob,Buyout,North,Premium,Medium,Neutral,product_recall,102.02,56537.97,194.3,682.2,892710.07,8.2,29.62,2.52,0.39,-0.08,Product Recall (-25%),1308.57,2,3,8002,73.96,1.42,1,2
2023-09-01,2023,9,3,Fall,Bob,Subscription,East,Standard,Medium,Positive,partnership_deal,105.35,72097.44,191.81,825.2,71734.7,6.95,47.89,3.94,0.34,0.15,Partnership Deal (+18%),86.93,2,2,4719,68.0,-0.78,0,1
2017-11-01,2017,11,4,Fall,David,Subscription,North,Basic,Medium,Neutral,competitor_launch,100.59,49628.47,172.28,695.9,130021.28,7.13,34.83,3.07,0.13,-0.1,Competitor Launch (-15%),186.84,4,1,4707,70.6,0.95,0,2
2022-10-01,2022,10,4,Fall,Eve,Subscription,West,Standard,High,Neutral,none,106.33,59396.06,184.03,907.34,119097.77,6.71,57.36,3.72,0.32,0.0,,131.26,5,2,4553,75.36,-1.34,0,4
2016-01-01,2016,1,1,Winter,Alice,Subscription,North,Premium,Low,Neutral,none,107.09,42365.55,144.06,515.45,36663.69,6.77,35.67,2.91,0.36,0.0,,71.13,1,3,8190,69.67,-1.26,0,2
2023-01-01,2023,1,1,Winter,Alice,Buyout,West,Standard,Low,Neutral,none,115.27,57496.98,155.75,572.02,960071.33,6.88,44.29,3.61,0.29,0.0,,1678.38,1,2,5588,70.25,0.43,1,4
2024-11-01,2024,11,4,Fall,Eve,Buyout,West,Basic,Medium,Neutral,none,105.58,58905.99,177.99,823.08,962610.21,6.89,53.79,3.03,0.25,0.0,,1169.52,5,1,6026,74.14,-0.72,1,4
2024-02-01,2024,2,1,Winter,Eve,Buyout,West,Standard,Medium,Neutral,none,118.36,59669.86,159.48,835.45,949492.33,7.11,58.61,3.68,0.37,0.0,,1136.5,5,2,5301,71.48,1.32,1,4
2019-10-01,2019,10,4,Fall,Charlie,Subscription,East,Basic,Medium,Neutral,none,98.77,47955.93,160.47,628.33,110882.07,6.79,28.64,3.56,0.21,0.0,,176.47,3,1,8128,73.25,-0.02,0,1
2017-12-01,2017,12,4,Winter,Bob,Buyout,East,Standard,Low,Neutral,competitor_launch,101.07,48514.21,135.36,503.5,888714.85,6.64,35.58,3.29,0.27,-0.08,Competitor Launch (-15%),1765.09,2,2,8712,74.52,-0.9,1,1
2023-08-01,2023,8,3,Summer,Charlie,Subscription,East,Basic,High,Positive,partnership_deal,106.05,73718.17,191.55,902.78,140572.06,6.88,57.85,3.8,0.33,0.18,Partnership Deal (+18%),155.71,3,1,5028,76.46,-1.26,0,1
2020-09-01,2020,9,3,Fall,Bob,Subscription,North,Standard,Low,Negative,pandemic_impact,101.17,68406.04,177.4,586.73,49531.91,7.91,42.14,3.55,0.27,-0.1,Pandemic Impact (-35%),84.42,2,2,8359,75.37,1.86,0,2
2024-11-01,2024,11,4,Fall,David,Buyout,West,Premium,Medium,Neutral,none,108.25,59493.71,173.0,842.53,1053351.46,7.97,58.1,3.89,0.45,0.0,,1250.23,4,3,1446,77.58,-0.19,1,4
2019-10-01,2019,10,4,Fall,Bob,Subscription,East,Standard,Medium,Neutral,none,102.08,51607.8,153.27,608.35,55579.17,6.94,40.24,4.09,0.27,0.0,,91.36,2,2,8920,77.89,-0.09,0,1
2022-07-01,2022,7,3,Summer,David,Subscription,East,Standard,High,Neutral,subscription_churn_crisis,105.18,71656.44,223.77,935.28,118266.11,8.18,61.76,3.68,0.34,-0.05,Subscription Churn Crisis (-16%),126.45,4,2,5636,73.86,-0.22,0,1
2019-05-01,2019,5,2,Spring,Eve,Subscription,North,Basic,High,Positive,viral_marketing,109.21,66907.1,215.15,1200.0,150528.0,7.69,49.38,3.69,0.4,0.2,Viral Marketing (+20%),125.44,5,1,7166,72.44,0.21,0,2
2019-01-01,2019,1,1,Winter,Charlie,Buyout,East,Basic,Low,Negative,east_region_disruption,112.97,48634.76,162.12,464.66,861596.92,7.35,45.25,3.64,0.08,-0.33,East Region Disruption (-18%),1854.25,3,1,1939,71.29,0.23,1,1
2023-09-01,2023,9,3,Fall,Eve,Subscription,North,Standard,High,Positive,partnership_deal,104.34,68223.2,238.96,1149.45,159256.03,5.68,51.64,3.96,0.43,0.15,Partnership Deal (+18%),138.55,5,2,6073,69.91,0.03,0,2
2019-09-01,2019,9,3,Fall,Alice,Buyout,South,Standard,Low,Neutral,none,100.43,58231.72,138.63,432.4,651001.47,6.88,37.02,3.5,0.35,0.0,,1505.55,1,2,6429,68.0,-1.74,1,3
2015-06-01,2015,6,2,Summer,Charlie,Buyout,East,Premium,Medium,Neutral,none,94.95,56441.04,162.96,699.37,1272662.55,7.64,38.06,2.81,0.42,0.0,,1819.72,3,3,7751,70.48,0.74,1,1
2018-12-01,2018,12,4,Winter,Eve,Subscription,South,Basic,Medium,Negative,economic_downturn,103.9,53035.37,190.77,753.86,59261.08,6.53,43.45,3.24,0.19,-0.2,Economic Downturn (-20%),78.61,5,1,7765,75.49,-0.26,0,3
2019-01-01,2019,1,1,Winter,Eve,Subscription,North,Standard,Medium,Negative,economic_downturn,109.79,60779.75,175.66,750.17,40351.76,8.74,53.6,3.03,0.3,-0.15,Economic Downturn (-20%),53.79,5,2,7250,69.64,1.06,0,2
2015-10-01,2015,10,4,Fall,Alice,Buyout,West,Standard,Medium,Neutral,none,97.11,50255.12,177.06,636.08,1244144.32,6.39,37.32,3.55,0.38,0.0,,1955.95,1,2,8300,76.23,1.64,1,4
2018-12-01,2018,12,4,Winter,David,Buyout,East,Standard,Medium,Negative,economic_downturn,104.65,49721.57,182.52,647.09,1147584.02,6.49,44.66,3.04,0.28,-0.2,Economic Downturn (-20%),1773.45,4,2,8730,71.91,-0.01,1,1
2021-08-01,2021,8,3,Summer,David,Buyout,North,Premium,Medium,Neutral,supply_shortage,106.45,72098.53,185.83,814.6,1211654.81,8.37,46.94,4.21,0.42,-0.05,Supply Shortage (-18%),1487.42,4,3,4826,75.31,0.18,1,2
2015-07-01,2015,7,3,Summer,Eve,Subscription,West,Standard,High,Neutral,none,102.59,68460.75,211.49,1000.0,110290.0,7.69,24.58,2.78,0.32,0.0,,110.29,5,2,7820,75.18,-0.32,0,4
2020-09-01,2020,9,3,Fall,Alice,Subscription,West,Standard,Low,Negative,pandemic_impact,105.92,64986.52,164.18,512.65,78147.63,6.13,42.01,3.13,0.28,-0.1,Pandemic Impact (-35%),152.44,1,2,8037,70.04,-1.32,0,4
2023-08-01,2023,8,3,Summer,David,Buyout,South,Premium,High,Positive,partnership_deal,106.62,69399.04,190.95,1059.97,2019464.12,8.95,62.7,3.34,0.45,0.18,Partnership Deal (+18%),1905.2,4,3,4543,77.28,1.44,1,3
2016-08-01,2016,8,3,Summer,Eve,Buyout,North,Basic,High,Positive,enterprise_sales_push,94.27,57814.9,178.12,1080.33,1383201.0,7.8,42.24,3.14,0.4,0.22,Enterprise Sales Push (+22%),1280.35,5,1,8475,77.69,-0.39,1,2
2019-09-01,2019,9,3,Fall,Charlie,Subscription,West,Standard,Medium,Neutral,none,100.19,61168.76,157.39,706.76,105788.27,7.91,44.39,3.38,0.19,0.0,,149.68,3,2,1141,73.73,0.21,0,4
2023-10-01,2023,10,4,Fall,Eve,Subscription,East,Premium,High,Positive,partnership_deal,105.78,57181.6,228.55,1119.88,108326.16,8.69,56.08,3.72,0.45,0.12,Partnership Deal (+18%),96.73,5,3,1327,68.0,-1.72,0,1
2020-06-01,2020,6,2,Summer,Eve,Buyout,East,Standard,Medium,Negative,pandemic_impact,108.4,70255.88,185.91,724.99,977874.47,8.69,42.37,3.89,0.26,-0.22,Pandemic Impact (-35%),1348.82,5,2,9240,69.47,-1.1,1,1
2019-08-01,2019,8,3,Summer,David,Subscription,South,Basic,High,Neutral,none,99.31,68363.46,220.16,941.53,111147.78,6.69,50.57,3.37,0.3,0.0,,118.05,4,1,4196,68.0,-2.25,0,3
2019-08-01,2019,8,3,Summer,Alice,Subscription,West,Standard,Low,Neutral,none,101.52,54187.38,140.68,501.32,92192.3,6.1,31.88,2.87,0.29,0.0,,183.9,1,2,3978,71.56,0.15,0,4
2019-12-01,2019,12,4,Winter,Alice,Buyout,North,Standard,Low,Negative,enterprise_budget_cuts,107.68,43283.06,156.48,477.63,920856.18,6.68,41.24,3.63,0.25,-0.15,Enterprise Budget Cuts (-20%),1927.98,1,2,5647,70.09,-0.91,1,2
2020-10-01,2020,10,4,Fall,Charlie,Buyout,East,Premium,Medium,Negative,pandemic_impact,102.97,54711.66,180.75,690.02,986695.58,6.59,50.62,4.29,0.34,-0.1,Pandemic Impact (-35%),1429.95,3,3,1994,73.33,-0.47,1,1
2017-12-01,2017,12,4,Winter,David,Subscription,West,Premium,Medium,Neutral,competitor_launch,101.11,45989.87,186.77,772.28,106026.22,7.36,36.05,3.38,0.42,-0.08,Competitor Launch (-15%),137.29,4,3,1043,68.27,0.14,0,4
2019-11-01,2019,11,4,Fall,Alice,Buyout,West,Standard,Low,Negative,enterprise_budget_cuts,105.85,43721.51,155.96,425.2,539041.02,8.14,49.36,3.28,0.24,-0.2,Enterprise Budget Cuts (-20%),1267.74,1,2,1883,68.0,-1.54,1,4
2019-05-01,2019,5,2,Spring,David,Buyout,South,Basic,High,Positive,viral_marketing,104.74,66974.72,169.41,927.74,959463.36,6.36,56.42,3.32,0.45,0.2,Viral Marketing (+20%),1034.19,4,1,5053,74.92,-0.55,1,3
2017-02-01,2017,2,1,Winter,David,Buyout,East,Basic,Medium,Neutral,none,106.67,56103.75,174.74,768.13,1071600.51,6.22,35.31,2.62,0.34,0.0,,1395.08,4,1,6463,75.15,0.23,1,1
2024-01-01,2024,1,1,Winter,Alice,Buyout,East,Premium,Low,Neutral,partnership_deal,115.92,62866.34,139.77,553.54,646488.5,8.24,45.22,3.36,0.45,0.05,Partnership Deal (+18%),1167.91,1,3,5707,68.0,0.13,1,1
2019-12-01,2019,12,4,Winter,Eve,Subscription,North,Standard,High,Neutral,none,106.03,53901.81,195.96,950.19,150567.76,8.49,44.81,3.32,0.29,0.0,,158.46,5,2,6536,70.38,-2.19,0,2
2022-09-01,2022,9,3,Fall,Bob,Buyout,East,Basic,Low,Neutral,none,105.86,62211.63,149.92,539.62,863220.93,5.49,50.56,3.98,0.19,0.0,,1599.68,2,1,7539,70.78,0.43,1,1
2015-08-01,2015,8,3,Summer,David,Subscription,North,Standard,Medium,Neutral,none,96.89,50328.57,150.55,685.42,115938.69,8.13,36.14,3.18,0.3,0.0,,169.15,4,2,3478,70.2,-1.14,0,2
2019-09-01,2019,9,3,Fall,David,Buyout,East,Basic,Medium,Neutral,none,100.93,62430.21,186.38,804.83,1241178.41,6.65,47.85,4.37,0.25,0.0,,1542.17,4,1,7630,75.84,0.19,1,1
2015-08-01,2015,8,3,Summer,Bob,Buyout,South,Premium,Low,Neutral,none,94.93,55833.08,131.53,516.13,1028745.96,8.33,36.9,3.28,0.37,0.0,,1993.21,2,3,7447,72.45,0.2,1,3
2016-12-01,2016,12,4,Winter,David,Subscription,East,Basic,Medium,Neutral,award_recognition,100.68,36208.98,172.85,780.25,105856.52,7.02,33.08,3.48,0.29,0.06,Award Recognition (+12%),135.67,4,1,4601,68.0,1.37,0,1
2021-08-01,2021,8,3,Summer,Bob,Subscription,North,Basic,Low,Neutral,supply_shortage,103.45,63685.16,152.08,537.5,35834.98,5.64,45.26,4.75,0.14,-0.05,Supply Shortage (-18%),66.67,2,1,3200,74.15,-0.0,0,2
2022-11-01,2022,11,4,Fall,David,Subscription,North,Basic,Medium,Neutral,none,109.58,65077.67,179.45,810.93,52004.82,6.69,50.48,3.66,0.24,0.0,,64.13,4,1,9218,72.38,-0.46,0,2
2021-10-01,2021,10,4,Fall,Alice,Buyout,South,Standard,Low,Neutral,buyout_premium_tier,103.38,53052.59,118.24,494.94,892152.65,7.76,44.05,3.92,0.42,0.07,Buyout Premium Tier (+16%),1802.53,1,2,9532,72.2,-1.02,1,3
2020-03-01,2020,3,1,Spring,Charlie,Buyout,East,Standard,Low,Negative,pandemic_impact,114.19,67510.35,208.76,535.12,778144.36,8.68,51.45,3.53,0.12,-0.35,Pandemic Impact (-35%),1454.16,3,2,1112,73.98,0.36,1,1
2024-11-01,2024,11,4,Fall,David,Subscription,East,Basic,Medium,Neutral,none,111.04,59156.41,165.38,780.52,150858.16,7.45,52.85,4.1,0.12,0.0,,193.28,4,1,4795,68.0,-1.47,0,1
2016-02-01,2016,2,1,Winter,David,Subscription,South,Standard,Medium,Neutral,none,104.79,47941.64,172.89,792.73,124473.98,7.4,34.37,2.73,0.3,0.0,,157.02,4,2,6684,71.93,-0.76,0,3
2016-03-01,2016,3,1,Spring,Eve,Subscription,East,Standard,Medium,Negative,product_recall,107.74,55020.33,167.14,599.44,112370.84,7.06,33.73,3.74,0.22,-0.25,Product Recall (-25%),187.46,5,2,6929,73.53,-2.99,0,1
2022-04-01,2022,4,2,Spring,Charlie,Buyout,East,Basic,Medium,Neutral,new_product_launch,113.38,61170.14,166.4,704.13,986483.6,6.85,56.85,3.92,0.27,0.04,New Product Launch (+15%),1400.99,3,1,3174,70.25,-1.5,1,1
2020-01-01,2020,1,1,Winter,Bob,Subscription,North,Basic,Medium,Neutral,none,111.28,46281.43,183.3,627.82,92471.53,6.34,42.35,2.51,0.23,0.0,,147.29,2,1,5674,70.64,0.93,0,2
2022-01-01,2022,1,1,Winter,Charlie,Subscription,East,Basic,Medium,Positive,new_product_launch,113.43,58456.5,181.23,801.72,139218.22,7.24,43.2,4.09,0.26,0.15,New Product Launch (+15%),173.65,3,1,7084,70.65,-0.87,0,1
2019-07-01,2019,7,3,Summer,Eve,Subscription,East,Standard,High,Neutral,viral_marketing,102.31,63500.19,189.95,1030.03,144616.63,7.73,55.52,4.19,0.33,0.07,Viral Marketing (+20%),140.4,5,2,2038,74.65,-0.34,0,1
2020-03-01,2020,3,1,Spring,Eve,Subscription,South,Basic,Medium,Negative,pandemic_impact,113.56,67694.36,203.64,620.3,35970.94,7.54,38.86,3.68,0.05,-0.35,Pandemic Impact (-35%),57.99,5,1,3134,68.72,-0.94,0,3
2020-09-01,2020,9,3,Fall,Bob,Buyout,South,Basic,Low,Negative,pandemic_impact,103.59,52688.03,153.74,524.43,604088.94,6.35,37.74,4.1,0.16,-0.1,Pandemic Impact (-35%),1151.89,2,1,6336,71.39,1.03,1,3
2021-12-01,2021,12,4,Winter,David,Buyout,West,Premium,High,Neutral,buyout_premium_tier,111.32,57089.28,184.29,908.32,1094632.46,9.58,48.59,4.22,0.45,0.06,Buyout Premium Tier (+16%),1205.12,4,3,7142,70.53,-0.39,1,4
2019-05-01,2019,5,2,Spring,Bob,Buyout,North,Standard,Medium,Positive,viral_marketing,110.43,61865.61,180.65,823.09,1101363.56,7.72,41.73,3.6,0.45,0.2,Viral Marketing (+20%),1338.09,2,2,6198,76.3,0.03,1,2
2019-06-01,2019,6,2,Summer,David,Subscription,East,Standard,High,Positive,viral_marketing,106.98,67635.98,189.14,975.15,70581.14,7.05,49.06,3.63,0.34,0.13,Viral Marketing (+20%),72.38,4,2,9535,72.36,-0.79,0,1
2020-04-01,2020,4,2,Spring,David,Buyout,East,Standard,Low,Negative,pandemic_impact,109.57,61593.1,192.57,566.66,930326.69,8.36,36.7,3.29,0.16,-0.31,Pandemic Impact (-35%),1641.78,4,2,5264,71.93,1.99,1,1
2018-10-01,2018,10,4,Fall,David,Subscription,West,Basic,Medium,Neutral,none,105.07,61525.56,192.77,878.09,73056.98,6.02,45.19,3.13,0.21,0.0,,83.2,4,1,2633,68.0,-1.36,0,4
2020-09-01,2020,9,3,Fall,Eve,Buyout,East,Standard,Medium,Negative,pandemic_impact,99.69,53241.09,187.7,813.09,1126442.46,7.18,57.65,3.25,0.37,-0.1,Pandemic Impact (-35%),1385.39,5,2,8435,68.0,-0.54,1,1
2022-07-01,2022,7,3,Summer,Charlie,Buyout,North,Basic,Medium,Neutral,none,109.9,74029.66,178.18,711.23,779744.81,6.24,43.32,4.16,0.27,0.0,,1096.33,3,1,4290,74.17,1.41,1,2
2020-01-01,2020,1,1,Winter,Alice,Subscription,West,Basic,Low,Neutral,none,110.86,44878.08,138.02,487.21,52609.07,7.59,37.85,3.65,0.18,0.0,,107.98,1,1,4281,71.41,-0.17,0,4
2021-01-01,2021,1,1,Winter,Eve,Buyout,North,Standard,High,Neutral,none,109.15,63167.94,211.02,1000.0,1591460.0,7.56,47.99,3.43,0.35,0.0,,1591.46,5,2,4398,73.82,0.44,1,2
2020-08-01,2020,8,3,Summer,Eve,Subscription,West,Basic,Medium,Negative,pandemic_impact,102.92,67590.67,215.81,869.9,92600.83,6.6,54.0,3.42,0.22,-0.13,Pandemic Impact (-35%),106.45,5,1,5887,74.41,0.63,0,4
2021-10-01,2021,10,4,Fall,Alice,Buyout,West,Standard,Low,Neutral,buyout_premium_tier,104.51,58587.34,139.8,528.0,983959.56,7.32,37.18,3.41,0.37,0.07,Buyout Premium Tier (+16%),1863.56,1,2,2886,75.57,0.53,1,4
2021-08-01,2021,8,3,Summer,David,Buyout,South,Basic,Medium,Negative,supply_shortage,107.28,75827.77,196.75,785.61,848750.44,7.35,46.71,3.71,0.21,-0.11,Supply Shortage (-18%),1080.37,4,1,8946,68.61,1.1,1,3
2018-08-01,2018,8,3,Summer,Eve,Subscription,North,Premium,Medium,Neutral,subscription_price_increase,98.74,61485.76,187.89,852.31,128332.61,9.71,42.29,3.84,0.25,-0.08,Subscription Price Increase (-12%),150.57,5,3,1998,77.25,0.78,0,2
2019-08-01,2019,8,3,Summer,Eve,Subscription,East,Basic,High,Neutral,none,101.15,64327.05,213.46,979.06,112777.67,5.94,49.27,4.56,0.23,0.0,,115.19,5,1,4140,73.02,-1.95,0,1
2020-09-01,2020,9,3,Fall,David,Subscription,East,Standard,Medium,Negative,pandemic_impact,97.83,60224.2,181.11,735.48,50476.04,8.63,50.46,3.79,0.23,-0.1,Pandemic Impact (-35%),68.63,4,2,6018,73.32,0.73,0,1
2016-01-01,2016,1,1,Winter,Alice,Subscription,North,Standard,Medium,Neutral,none,107.47,47651.82,181.14,609.97,46833.83,5.23,32.0,3.07,0.3,0.0,,76.78,1,2,5175,68.0,-0.38,0,2
2017-03-01,2017,3,1,Spring,Alice,Subscription,East,Basic,Low,Neutral,subscription_platform_upgrade,105.86,52709.61,155.44,501.75,67896.97,7.33,37.38,3.35,0.23,0.05,Subscription Platform Upgrade (+10%),135.32,1,1,4396,73.87,0.5,0,1
2024-11-01,2024,11,4,Fall,Bob,Buyout,East,Standard,Medium,Neutral,none,111.65,60599.07,186.21,709.44,712686.54,8.01,53.34,4.02,0.36,0.0,,1004.57,2,2,4120,69.48,-1.18,1,1
2016-09-01,2016,9,3,Fall,Alice,Buyout,North,Standard,Low,Positive,enterprise_sales_push,96.3,55311.11,139.03,542.09,927612.73,8.28,27.0,3.55,0.31,0.15,Enterprise Sales Push (+22%),1711.17,1,2,1874,72.36,0.77,1,2
2016-12-01,2016,12,4,Winter,Charlie,Buyout,West,Standard,Medium,Neutral,award_recognition,101.3,43647.66,165.09,740.65,1314656.52,8.0,23.43,3.43,0.33,0.06,Award Recognition (+12%),1775.01,3,2,7737,77.56,-0.44,1,4
2023-07-01,2023,7,3,Summer,Eve,Buyout,North,Basic,High,Neutral,none,111.12,76312.98,220.29,1000.0,1897550.0,6.25,58.61,4.39,0.34,0.0,,1897.55,5,1,5931,73.17,-0.47,1,2
2017-11-01,2017,11,4,Fall,David,Subscription,West,Standard,Medium,Neutral,competitor_launch,103.84,39105.64,155.79,617.52,39873.05,8.46,35.07,3.37,0.19,-0.1,Competitor Launch (-15%),64.57,4,2,1909,72.63,0.85,0,4
2018-08-01,2018,8,3,Summer,Eve,Buyout,East,Premium,High,Neutral,none,100.67,68624.82,205.2,1000.0,1414670.0,7.45,40.45,3.37,0.42,0.0,,1414.67,5,3,3069,73.22,-0.56,1,1
2018-12-01,2018,12,4,Winter,David,Subscription,East,Standard,Medium,Negative,economic_downturn,105.81,43854.76,190.86,703.34,137643.42,6.74,53.19,3.38,0.24,-0.2,Economic Downturn (-20%),195.7,4,2,1579,69.76,0.01,0,1
2024-10-01,2024,10,4,Fall,Eve,Buyout,East,Standard,High,Neutral,none,109.83,69901.72,201.01,977.11,1808658.92,7.38,65.62,3.48,0.37,0.0,,1851.02,5,2,3015,68.0,0.14,1,1
2020-01-01,2020,1,1,Winter,Eve,Subscription,South,Premium,High,Neutral,none,112.04,54625.53,180.92,922.12,116251.08,8.16,54.81,3.47,0.39,0.0,,126.07,5,3,7156,73.85,0.25,0,3
2024-06-01,2024,6,2,Summer,Bob,Buyout,West,Standard,Medium,Neutral,none,112.57,74047.58,206.28,790.74,906114.22,7.11,54.95,4.25,0.39,0.0,,1145.91,2,2,6899,72.35,-0.32,1,4
2018-10-01,2018,10,4,Fall,Alice,Buyout,South,Standard,Low,Neutral,none,102.32,57725.51,138.6,490.09,730835.32,6.56,19.98,4.24,0.28,0.0,,1491.23,1,2,5450,75.91,-0.33,1,3
2019-02-01,2019,2,1,Winter,Alice,Subscription,South,Premium,Low,Neutral,economic_downturn,112.55,56782.93,157.76,490.06,62017.25,7.79,43.68,3.51,0.28,-0.1,Economic Downturn (-20%),126.55,1,3,7450,69.26,-0.5,0,3
2024-04-01,2024,4,2,Spring,Eve,Subscription,North,Standard,High,Neutral,none,120.0,83675.77,206.32,1000.0,126700.0,6.6,53.4,2.61,0.37,0.0,,126.7,5,2,6607,68.16,0.87,0,2
2020-01-01,2020,1,1,Winter,David,Buyout,South,Basic,Medium,Neutral,enterprise_budget_cuts,108.68,52163.64,167.68,695.59,808419.26,7.14,41.12,3.91,0.2,-0.1,Enterprise Budget Cuts (-20%),1162.2,4,1,7324,74.13,0.15,1,3
