Date,Salesperson,SaleType,Price,Discontinued
2019-05,Bob,Buyout,1756.94,N/A
2022-12,Charlie,Buyout,1118.14,N/A
2019-03,David,Subscription,107.93,True
2019-05,Bob,Buyout,1898.7,N/A
2020-06,Charlie,Buyout,1277.04,N/A
2022-08,Alice,Subscription,167.23,False
2015-08,Charlie,Buyout,1162.48,N/A
2019-02,Bob,Subscription,92.98,True
2023-11,Bob,Subscription,186.57,False
2017-04,David,Subscription,92.59,True
2020-12,David,Subscription,171.73,True
2015-03,Charlie,Subscription,157.05,False
2019-04,Alice,Buyout,1680.8,N/A
2022-12,Eve,Buyout,1081.03,N/A
2015-06,Charlie,Buyout,1386.02,N/A
2021-08,Eve,Subscription,104.7,True
2016-06,Eve,Subscription,57.14,True
2021-08,Charlie,Buyout,1015.72,N/A
2023-11,David,Buyout,1087.53,N/A
2024-10,Charlie,Buyout,1039.87,N/A
2020-12,Alice,Subscription,87.1,False
2023-09,David,Buyout,1577.27,N/A
2018-09,Charlie,Buyout,1197.19,N/A
2016-04,David,Buyout,1424.86,N/A
2015-08,Alice,Buyout,1063.46,N/A
2018-12,Eve,Buyout,1919.69,N/A
2015-02,David,Subscription,83.38,False
2021-01,Alice,Subscription,52.85,True
2021-01,Bob,Subscription,76.75,False
2016-05,Bob,Buyout,1017.89,N/A
2022-05,David,Subscription,136.68,True
2020-04,Eve,Subscription,124.57,True
2019-05,David,Buyout,1867.43,N/A
2020-01,Charlie,Buyout,1794.96,N/A
2020-07,Alice,Subscription,119.57,False
2018-06,David,Subscription,179.61,False
2021-09,David,Subscription,110.03,True
2022-06,Charlie,Buyout,1990.81,N/A
2021-11,Alice,Subscription,117.42,False
2024-11,Alice,Buyout,1688.0,N/A
2024-05,Eve,Subscription,105.37,False
2017-02,Charlie,Buyout,1107.07,N/A
2017-06,David,Buyout,1672.21,N/A
2024-10,David,Buyout,1084.4,N/A
2019-09,Charlie,Subscription,193.52,False
2016-04,Alice,Buyout,1609.77,N/A
2021-09,Bob,Subscription,160.22,True
2022-12,Bob,Subscription,178.95,True
2017-12,Bob,Subscription,92.72,True
2018-03,Bob,Subscription,167.0,False
2017-10,Charlie,Subscription,54.25,False
2015-06,David,Buyout,1062.06,N/A
2016-09,Eve,Buyout,1920.97,N/A
2018-04,Charlie,Buyout,1485.04,N/A
2020-04,Charlie,Buyout,1967.21,N/A
2020-08,Alice,Buyout,1896.33,N/A
2016-08,Bob,Subscription,199.79,False
2021-11,Charlie,Subscription,84.59,True
2022-05,Alice,Buyout,1953.38,N/A
2018-09,Bob,Subscription,132.55,False
2015-01,David,Buyout,1183.05,N/A
2016-05,Alice,Subscription,190.4,False
2016-08,David,Buyout,1348.61,N/A
2020-08,Alice,Subscription,152.22,True
2021-07,Alice,Buyout,1596.66,N/A
2023-08,Bob,Subscription,169.8,False
2023-04,Bob,Buyout,1751.11,N/A
2024-08,Charlie,Subscription,53.78,False
2019-06,Alice,Buyout,1541.69,N/A
2015-05,Bob,Subscription,117.67,False
2018-11,Eve,Subscription,86.47,True
2015-09,Charlie,Buyout,1187.26,N/A
2021-09,David,Subscription,116.78,False
2016-07,Alice,Subscription,102.03,False
2018-02,Charlie,Buyout,1535.61,N/A
2023-04,Bob,Buyout,1118.48,N/A
2016-04,David,Subscription,124.52,True
2019-11,Charlie,Buyout,1158.83,N/A
2024-02,Bob,Buyout,1505.55,N/A
2018-03,Eve,Subscription,190.32,True
2020-06,Bob,Buyout,1960.36,N/A
2022-03,Alice,Buyout,1390.0,N/A
2015-01,Charlie,Buyout,1035.52,N/A
2016-12,Charlie,Buyout,1371.56,N/A
2015-02,Alice,Subscription,69.95,False
2020-08,David,Subscription,172.26,True
2017-02,David,Subscription,197.22,False
2021-02,Bob,Subscription,102.4,False
2022-12,Bob,Subscription,193.98,True
2017-07,Eve,Subscription,66.43,True
2022-11,Bob,Buyout,1746.59,N/A
2023-09,Eve,Subscription,196.17,False
2018-11,David,Subscription,110.94,True
2024-02,Alice,Subscription,179.89,False
2021-12,Eve,Buyout,1906.57,N/A
2017-09,Eve,Buyout,1530.97,N/A
2021-08,Bob,Buyout,1976.45,N/A
2020-01,David,Buyout,1490.86,N/A
2017-08,Bob,Subscription,50.28,True
2017-12,Charlie,Subscription,105.3,False
2016-12,Charlie,Subscription,165.93,True
2016-07,Bob,Subscription,108.01,False
2017-10,David,Buyout,1570.99,N/A
2015-01,Charlie,Subscription,151.13,True
2020-02,Bob,Subscription,147.09,False
2018-05,Bob,Buyout,1437.13,N/A
2015-02,Alice,Buyout,1177.82,N/A
2020-08,Eve,Buyout,1790.28,N/A
2024-11,Alice,Buyout,1957.86,N/A
2016-07,Alice,Buyout,1957.83,N/A
2018-01,Alice,Subscription,131.37,False
2021-09,Bob,Subscription,173.95,True
2019-05,Eve,Buyout,1551.0,N/A
2020-09,Bob,Subscription,89.76,False
2020-09,Alice,Subscription,163.62,False
2021-03,Charlie,Subscription,122.66,False
2024-05,Bob,Subscription,52.51,True
2015-06,Bob,Subscription,60.37,True
2021-03,Charlie,Buyout,1560.98,N/A
2016-07,Eve,Subscription,62.8,True
2015-04,Bob,Subscription,116.46,True
2018-10,Charlie,Subscription,181.55,True
2019-04,Charlie,Buyout,1581.95,N/A
2024-05,David,Subscription,163.42,False
2015-06,Alice,Subscription,132.78,True
2021-06,Charlie,Subscription,79.55,True
2016-12,Alice,Subscription,62.16,False
2023-07,Bob,Subscription,134.44,False
2018-11,Bob,Buyout,1430.85,N/A
2024-09,David,Subscription,138.26,True
2021-04,Alice,Subscription,153.74,False
2024-10,Eve,Buyout,1172.57,N/A
2020-04,Eve,Subscription,139.05,False
2024-11,Alice,Buyout,1237.94,N/A
2017-05,Bob,Buyout,1428.33,N/A
2015-01,Charlie,Subscription,77.11,True
2016-12,Eve,Subscription,109.35,False
2021-01,Eve,Subscription,67.03,True
2020-11,Eve,Subscription,53.28,False
2017-10,David,Buyout,1701.7,N/A
2017-05,Eve,Subscription,156.62,False
2023-04,Alice,Subscription,178.14,False
2016-01,Charlie,Subscription,50.77,False
2015-08,Alice,Buyout,1764.72,N/A
2016-07,Charlie,Buyout,1449.22,N/A
2016-09,Alice,Buyout,1144.53,N/A
2017-11,Charlie,Subscription,141.6,False
2025-01,Alice,Buyout,1790.53,N/A
2018-05,Eve,Buyout,1371.55,N/A
2020-07,Alice,Subscription,194.72,True
2019-03,Charlie,Subscription,189.12,False
2022-06,Eve,Subscription,184.73,False
2024-05,Charlie,Subscription,153.52,True
2021-01,Charlie,Subscription,113.56,False
2019-11,Charlie,Buyout,1649.43,N/A
2021-09,Eve,Subscription,193.98,True
2015-11,Alice,Buyout,1180.28,N/A
2017-02,David,Subscription,68.91,True
2019-11,Bob,Subscription,145.36,False
2018-05,Charlie,Buyout,1971.56,N/A
2019-12,Charlie,Subscription,176.6,False
2021-08,David,Subscription,143.79,False
2020-02,Charlie,Buyout,1578.33,N/A
2020-01,David,Subscription,163.39,True
2019-11,David,Buyout,1047.7,N/A
2016-12,Charlie,Buyout,1309.06,N/A
2016-12,David,Subscription,67.85,False
2018-07,Alice,Subscription,108.57,True
2016-09,Bob,Buyout,1073.79,N/A
2017-06,David,Subscription,193.26,False
2024-12,Alice,Buyout,1806.6,N/A
2020-01,Charlie,Subscription,181.64,True
2021-11,Bob,Subscription,190.24,True
2015-10,David,Buyout,1413.96,N/A
2024-03,Eve,Buyout,1217.76,N/A
2024-10,Bob,Subscription,92.33,True
2016-12,Charlie,Buyout,1176.05,N/A
2017-07,Alice,Subscription,155.33,True
2022-03,Charlie,Buyout,1859.71,N/A
2017-11,Bob,Subscription,111.32,False
2018-04,Bob,Buyout,1864.38,N/A
2023-01,Charlie,Subscription,102.74,False
2023-05,David,Buyout,1909.79,N/A
2022-03,David,Subscription,84.16,False
2020-05,Bob,Buyout,1682.91,N/A
2020-09,Bob,Subscription,93.78,True
2015-09,Alice,Buyout,1704.13,N/A
2015-08,Bob,Buyout,1270.01,N/A
2020-10,Eve,Subscription,194.2,False
2019-08,Charlie,Buyout,1307.64,N/A
2021-06,Alice,Subscription,133.78,True
2019-09,Charlie,Buyout,1448.4,N/A
2015-11,Eve,Subscription,182.52,False
2022-09,Alice,Subscription,183.76,False
2016-06,David,Buyout,1181.81,N/A
2021-08,Bob,Subscription,147.25,True
2023-01,Charlie,Subscription,57.11,False
2016-04,Alice,Buyout,1587.98,N/A
2019-03,Eve,Subscription,139.25,False
2019-04,Charlie,Subscription,71.28,True
2021-01,Eve,Buyout,1407.46,N/A
2016-10,Alice,Buyout,1357.07,N/A
2024-03,David,Buyout,1710.88,N/A
2024-03,Charlie,Subscription,115.45,True
2015-07,Alice,Buyout,1886.44,N/A
2023-11,David,Subscription,155.68,True
2015-08,David,Subscription,90.31,True
2020-03,Eve,Buyout,1118.48,N/A
2017-04,Eve,Subscription,194.84,False
2020-10,Charlie,Buyout,1259.0,N/A
2023-05,Eve,Buyout,1767.87,N/A
2019-12,Bob,Subscription,199.12,True
2015-01,David,Subscription,100.05,True
2021-12,Charlie,Subscription,56.12,False
2015-06,Charlie,Buyout,1033.96,N/A
2022-05,Bob,Buyout,1708.75,N/A
2024-09,Charlie,Buyout,1378.89,N/A
2016-05,Charlie,Subscription,131.79,True
2019-09,Alice,Buyout,1423.47,N/A
2020-01,Alice,Buyout,1533.46,N/A
2019-08,Bob,Buyout,1900.71,N/A
2015-04,Eve,Subscription,127.76,False
2017-03,Bob,Buyout,1893.57,N/A
2019-09,David,Buyout,1642.61,N/A
2021-07,Alice,Buyout,1914.97,N/A
2023-04,Charlie,Subscription,138.89,True
2016-01,Charlie,Buyout,1969.87,N/A
2015-04,Eve,Subscription,122.25,True
2015-06,Bob,Subscription,182.59,True
2024-04,David,Buyout,1574.45,N/A
2023-04,Charlie,Buyout,1955.17,N/A
2021-11,David,Buyout,1545.56,N/A
2018-08,Bob,Subscription,72.26,False
2019-06,Eve,Buyout,1783.63,N/A
2024-12,Charlie,Subscription,103.0,False
2024-01,David,Buyout,1213.15,N/A
2022-02,Alice,Buyout,1238.93,N/A
2019-01,Alice,Subscription,172.47,True
2018-12,Alice,Subscription,126.32,False
2018-11,Alice,Buyout,1710.65,N/A
2019-02,Eve,Buyout,1475.4,N/A
2016-08,Charlie,Subscription,107.09,False
2019-03,David,Buyout,1904.42,N/A
2021-03,Bob,Subscription,131.76,False
2015-02,Charlie,Buyout,1370.89,N/A
2020-11,Charlie,Subscription,138.78,True
2024-09,David,Buyout,1737.7,N/A
2023-07,Bob,Subscription,83.77,True
2016-07,David,Buyout,1339.24,N/A
2015-07,Alice,Subscription,109.97,False
2016-01,David,Subscription,147.48,False
2023-11,Alice,Subscription,144.67,True
2018-12,Charlie,Buyout,1168.87,N/A
2018-11,David,Buyout,1499.12,N/A
2019-07,Alice,Buyout,1385.13,N/A
2019-11,Alice,Subscription,130.95,False
2015-01,Eve,Buyout,1664.14,N/A
2018-06,Charlie,Subscription,92.03,False
2016-04,David,Subscription,86.15,False
2024-03,Alice,Subscription,134.79,False
2022-10,Eve,Buyout,1813.13,N/A
2017-11,Alice,Buyout,1338.22,N/A
2024-04,David,Subscription,121.68,False
2015-01,Alice,Buyout,1560.57,N/A
2015-02,Alice,Subscription,117.86,True
2018-02,Bob,Buyout,1753.12,N/A
2021-03,Alice,Buyout,1034.16,N/A
2016-07,Bob,Buyout,1548.25,N/A
2024-06,Eve,Subscription,137.27,True
2015-08,Bob,Buyout,1472.41,N/A
2023-01,David,Subscription,58.11,True
2021-07,Charlie,Buyout,1161.59,N/A
2024-08,Alice,Subscription,183.77,False
2018-04,Charlie,Subscription,137.57,True
2015-06,Eve,Buyout,1451.39,N/A
2022-05,Bob,Buyout,1475.52,N/A
2023-11,Charlie,Subscription,73.21,True
2021-05,Eve,Subscription,123.85,True
2024-03,Eve,Subscription,92.19,True
2022-10,Bob,Subscription,121.47,True
2020-05,Eve,Subscription,94.84,False
2019-02,Charlie,Buyout,1883.87,N/A
2015-10,Bob,Subscription,81.95,False
2018-09,Bob,Subscription,59.89,True
2022-10,Bob,Subscription,167.53,True
2020-05,Eve,Buyout,1830.46,N/A
2017-07,Eve,Subscription,109.5,False
2023-10,Eve,Buyout,1506.2,N/A
2015-05,Bob,Subscription,119.56,False
2015-02,Eve,Subscription,76.96,False
2016-07,Bob,Subscription,135.05,True
2015-11,David,Subscription,184.24,False
2019-06,Eve,Buyout,1747.28,N/A
2020-12,Bob,Buyout,1855.36,N/A
2023-10,Alice,Subscription,172.51,True
2022-05,Charlie,Subscription,77.26,False
2015-03,Alice,Subscription,197.39,True
2020-07,Charlie,Subscription,188.43,False
2018-12,David,Subscription,100.58,False
2020-06,David,Buyout,1249.1,N/A
2016-11,Eve,Buyout,1383.86,N/A
2024-06,Eve,Subscription,86.58,True
2022-01,David,Buyout,1360.84,N/A
2021-06,Bob,Buyout,1939.23,N/A
2018-07,Eve,Buyout,1371.9,N/A
2021-11,Bob,Buyout,1797.19,N/A
2015-07,Eve,Subscription,63.85,True
2016-01,Eve,Buyout,1312.0,N/A
2017-02,Alice,Subscription,91.88,True
2022-03,Bob,Subscription,67.63,False
2018-07,Charlie,Buyout,1464.33,N/A
2021-11,David,Buyout,1258.17,N/A
2022-01,Eve,Buyout,1870.22,N/A
2021-05,Bob,Buyout,1338.64,N/A
2020-02,David,Subscription,164.34,True
2019-04,Bob,Subscription,128.15,True
2023-12,Bob,Subscription,152.47,False
2015-04,Eve,Buyout,1974.42,N/A
2019-01,Eve,Subscription,140.09,False
2024-03,David,Buyout,1639.06,N/A
2024-06,Bob,Buyout,1465.8,N/A
2023-05,Bob,Subscription,179.56,True
2021-10,Charlie,Buyout,1548.89,N/A
2023-10,Eve,Buyout,1046.44,N/A
2024-08,Alice,Buyout,1695.75,N/A
2023-06,Charlie,Buyout,1261.22,N/A
2021-04,Eve,Subscription,106.49,False
2017-10,David,Buyout,1977.76,N/A
2018-08,Bob,Subscription,87.7,True
2022-09,Bob,Subscription,157.5,True
2022-01,Alice,Buyout,1304.47,N/A
2015-03,Alice,Subscription,84.23,False
2017-09,Alice,Subscription,152.7,False
2022-08,Alice,Buyout,1210.25,N/A
2019-10,Eve,Buyout,1628.6,N/A
2020-10,Alice,Buyout,1598.97,N/A
2015-12,David,Buyout,1853.19,N/A
2017-11,David,Buyout,1182.75,N/A
2015-01,Alice,Buyout,1019.14,N/A
2018-05,Alice,Subscription,134.88,True
2018-07,Charlie,Subscription,53.61,True
2018-09,Charlie,Subscription,131.32,True
2017-09,Eve,Subscription,84.28,False
2017-10,Bob,Subscription,127.01,True
2024-10,Charlie,Subscription,109.59,True
2020-01,David,Subscription,144.49,True
2017-03,David,Buyout,1520.97,N/A
2023-11,David,Subscription,185.43,True
2018-11,Bob,Buyout,1410.31,N/A
2021-06,Alice,Buyout,1722.93,N/A
2015-01,Charlie,Subscription,127.09,False
2017-08,Alice,Buyout,1945.42,N/A
2024-07,Bob,Subscription,83.15,True
2017-05,Alice,Subscription,105.24,True
2018-07,Alice,Buyout,1930.58,N/A
2024-11,David,Buyout,1917.65,N/A
2021-09,Charlie,Subscription,96.22,False
2020-12,Eve,Subscription,59.46,False
2018-12,David,Buyout,1371.26,N/A
2019-08,David,Buyout,1139.37,N/A
2017-03,Bob,Buyout,1271.6,N/A
2021-01,Bob,Subscription,103.08,False
2018-07,Bob,Buyout,1920.11,N/A
2021-10,Charlie,Buyout,1159.89,N/A
2018-11,Charlie,Buyout,1391.29,N/A
2024-09,Eve,Buyout,1349.29,N/A
2016-03,Bob,Buyout,1764.31,N/A
2024-02,Bob,Buyout,1291.52,N/A
2024-09,Alice,Subscription,197.72,False
2024-01,David,Subscription,126.55,True
2024-02,Eve,Buyout,1278.68,N/A
2024-06,David,Subscription,172.16,False
2018-05,Bob,Buyout,1485.38,N/A
2019-07,Eve,Buyout,1284.22,N/A
2015-08,Bob,Buyout,1385.0,N/A
2020-02,Charlie,Subscription,85.56,False
2022-05,David,Subscription,167.85,False
2022-09,David,Buyout,1775.15,N/A
2024-09,Bob,Buyout,1020.76,N/A
2023-05,Alice,Subscription,81.91,True
2024-04,Alice,Buyout,1773.33,N/A
2015-12,David,Subscription,190.21,False
2015-05,Charlie,Buyout,1467.02,N/A
2015-11,Charlie,Buyout,1345.29,N/A
2017-11,Bob,Subscription,80.67,False
2015-03,Alice,Buyout,1561.86,N/A
2017-05,David,Subscription,182.87,True
2022-02,David,Buyout,1965.08,N/A
2022-05,Bob,Subscription,168.51,True
2020-06,Charlie,Subscription,118.59,False
2015-01,Bob,Subscription,142.36,False
2019-05,Eve,Subscription,198.94,False
2021-08,Charlie,Buyout,1588.64,N/A
2018-10,Eve,Buyout,1163.72,N/A
2017-01,Alice,Buyout,1881.3,N/A
2020-07,Eve,Buyout,1709.71,N/A
2018-10,Bob,Subscription,151.38,False
2020-05,Bob,Buyout,1212.94,N/A
2024-05,Alice,Subscription,171.38,True
2019-03,Bob,Subscription,190.48,False
2016-12,Charlie,Buyout,1242.35,N/A
2024-09,Bob,Subscription,76.61,False
2018-07,Charlie,Subscription,81.98,False
2015-03,Eve,Subscription,80.46,False
2023-07,David,Buyout,1773.57,N/A
2017-04,Alice,Buyout,1468.47,N/A
2017-05,Eve,Buyout,1991.72,N/A
2023-01,David,Subscription,192.99,True
2022-06,Eve,Buyout,1596.58,N/A
2020-04,Bob,Buyout,1304.1,N/A
2018-05,Bob,Subscription,167.1,True
2019-12,Charlie,Subscription,86.68,True
2023-06,Eve,Subscription,196.19,False
2017-11,Eve,Subscription,79.75,True
2024-02,Alice,Subscription,103.19,True
2017-01,Alice,Buyout,1338.0,N/A
2015-02,David,Buyout,1910.03,N/A
2022-01,Alice,Subscription,60.24,True
2019-08,Alice,Buyout,1635.25,N/A
2022-08,Alice,Subscription,194.83,False
2017-04,Alice,Buyout,1525.78,N/A
2020-01,Eve,Subscription,123.66,True
2019-06,Bob,Buyout,1333.22,N/A
2021-07,Eve,Buyout,1025.13,N/A
2015-12,Charlie,Subscription,165.56,True
2024-06,Bob,Buyout,1829.99,N/A
2024-10,Bob,Buyout,1440.02,N/A
2023-10,Alice,Buyout,1513.55,N/A
2017-01,Alice,Subscription,63.07,False
2024-01,Bob,Buyout,1394.19,N/A
2020-10,Alice,Buyout,1017.55,N/A
2015-11,Bob,Buyout,1213.23,N/A
2019-08,Alice,Subscription,167.81,True
2015-04,Alice,Buyout,1021.32,N/A
2015-03,Bob,Buyout,1981.26,N/A
2018-08,Alice,Subscription,73.45,False
2020-03,Alice,Subscription,90.63,False
2016-03,David,Buyout,1951.86,N/A
2021-10,Bob,Subscription,89.09,True
2021-11,Charlie,Buyout,1500.01,N/A
2023-06,Alice,Buyout,1262.94,N/A
2022-09,Charlie,Subscription,133.28,True
2016-12,Bob,Buyout,1415.16,N/A
2019-12,Charlie,Subscription,167.64,False
2016-02,Eve,Buyout,1702.92,N/A
2016-02,Bob,Buyout,1953.02,N/A
2022-12,Charlie,Subscription,180.83,True
2024-11,Eve,Buyout,1807.83,N/A
2018-11,Alice,Buyout,1861.68,N/A
2016-01,David,Buyout,1041.54,N/A
2022-01,David,Subscription,103.93,False
2015-09,Alice,Subscription,63.12,False
2016-10,Charlie,Buyout,1342.85,N/A
2020-03,Charlie,Buyout,1775.42,N/A
2018-05,Charlie,Buyout,1269.04,N/A
2016-04,Charlie,Buyout,1810.3,N/A
2023-01,Charlie,Subscription,107.25,False
2024-10,Bob,Subscription,142.06,True
2015-09,Eve,Buyout,1808.04,N/A
2024-04,Eve,Subscription,121.85,False
2018-04,Charlie,Subscription,94.9,False
2024-07,Bob,Subscription,111.74,False
2019-04,Bob,Buyout,1394.45,N/A
2016-01,Bob,Subscription,56.61,False
2022-05,David,Subscription,145.82,True
2017-07,Eve,Subscription,130.82,False
2019-08,Charlie,Buyout,1987.46,N/A
2016-11,Charlie,Subscription,62.91,False
2017-02,Charlie,Buyout,1296.94,N/A
2023-07,David,Subscription,69.21,False
2021-12,Charlie,Buyout,1122.84,N/A
2015-01,Eve,Subscription,198.72,True
2023-05,Bob,Buyout,1219.54,N/A
2017-11,Charlie,Buyout,1689.64,N/A
2017-10,Bob,Buyout,1172.02,N/A
2020-06,David,Subscription,110.47,False
2018-01,Bob,Buyout,1306.12,N/A
2020-10,Eve,Buyout,1634.59,N/A
2015-07,Alice,Buyout,1962.07,N/A
2019-10,Eve,Subscription,159.64,True
2016-05,Charlie,Subscription,78.34,False
2024-01,David,Subscription,185.95,True
2019-01,Charlie,Buyout,1572.12,N/A
2019-03,David,Subscription,171.45,False
2023-08,Alice,Buyout,1798.16,N/A
2024-02,Alice,Buyout,1387.78,N/A
2020-02,Eve,Subscription,161.54,True
2017-07,Alice,Buyout,1161.01,N/A
2020-11,Eve,Buyout,1939.26,N/A
2015-02,David,Subscription,101.0,False
2021-08,Alice,Subscription,194.45,True
2019-01,David,Buyout,1561.71,N/A
2022-06,Eve,Subscription,134.77,True
2017-02,David,Buyout,1647.66,N/A
2023-08,Eve,Subscription,189.95,False
2023-05,Bob,Buyout,1426.46,N/A
2021-09,Eve,Buyout,1712.48,N/A
2024-03,Alice,Buyout,1710.52,N/A
2021-03,Charlie,Subscription,195.54,False
2017-04,Bob,Buyout,1324.1,N/A
2020-10,Bob,Buyout,1772.77,N/A
2021-03,Charlie,Subscription,150.13,True
2021-11,Eve,Buyout,1549.9,N/A
2021-01,Alice,Buyout,1025.24,N/A
2015-01,Bob,Subscription,91.37,False
2016-02,Eve,Subscription,119.94,True
2020-11,Bob,Subscription,51.44,True
2024-01,Bob,Buyout,1232.46,N/A
2021-01,Alice,Buyout,1791.57,N/A
2017-12,David,Buyout,1316.15,N/A
2019-08,Alice,Subscription,140.26,True
2016-06,David,Subscription,179.1,False
2020-10,David,Buyout,1044.71,N/A
2024-10,Alice,Buyout,1066.03,N/A
2024-09,Eve,Subscription,159.75,False
2017-08,Eve,Subscription,137.99,True
2021-08,David,Buyout,1190.57,N/A
2020-06,Charlie,Subscription,83.95,False
2022-03,Charlie,Buyout,1302.23,N/A
2015-09,David,Subscription,154.32,True
2019-11,Bob,Buyout,1632.66,N/A
2020-04,Alice,Buyout,1305.21,N/A
2024-02,Eve,Buyout,1286.61,N/A
2018-07,Charlie,Subscription,128.9,True
2017-06,David,Buyout,1262.51,N/A
2021-02,Eve,Subscription,146.29,False
2015-03,David,Buyout,1314.97,N/A
2018-06,Charlie,Buyout,1688.43,N/A
2024-10,Alice,Subscription,104.28,False
2015-11,Charlie,Buyout,1420.29,N/A
2016-06,Eve,Buyout,1235.47,N/A
2018-03,Charlie,Subscription,94.07,False
2015-10,David,Buyout,1949.89,N/A
2017-12,Charlie,Buyout,1694.94,N/A
2022-07,David,Subscription,156.37,False
2015-11,Eve,Buyout,1254.86,N/A
2015-10,Eve,Buyout,1100.32,N/A
2024-02,Bob,Subscription,161.69,True
2022-05,Alice,Buyout,1510.46,N/A
2018-06,Charlie,Subscription,193.3,True
2019-11,Eve,Buyout,1503.58,N/A
2021-02,Alice,Subscription,143.86,True
2021-11,Eve,Subscription,132.57,True
2019-05,Bob,Buyout,1417.58,N/A
2015-07,Eve,Buyout,1301.5,N/A
2022-01,Bob,Buyout,1117.27,N/A
2019-07,Eve,Buyout,1162.82,N/A
2017-03,David,Subscription,149.75,True
2024-12,Eve,Subscription,98.25,True
2022-08,David,Buyout,1152.57,N/A
2020-10,Bob,Buyout,1135.9,N/A
2020-05,David,Subscription,51.07,True
2016-03,David,Subscription,160.97,True
2015-01,Alice,Buyout,1107.87,N/A
2016-01,Eve,Subscription,155.29,True
2017-08,Charlie,Subscription,59.13,False
2019-04,Charlie,Subscription,65.2,True
2024-06,Bob,Buyout,1698.61,N/A
2021-08,Eve,Subscription,139.59,True
2018-07,Charlie,Buyout,1462.45,N/A
2021-03,David,Subscription,104.54,False
2021-01,David,Subscription,90.57,True
2022-05,Bob,Subscription,158.72,True
2016-04,Charlie,Buyout,1240.04,N/A
2020-07,Charlie,Buyout,1348.7,N/A
2017-12,Charlie,Subscription,158.51,True
2020-01,Alice,Buyout,1202.92,N/A
2017-12,Charlie,Buyout,1774.04,N/A
2024-10,David,Buyout,1715.54,N/A
2023-03,Alice,Buyout,1381.6,N/A
2021-11,Charlie,Buyout,1710.12,N/A
2021-02,Bob,Buyout,1861.81,N/A
2019-05,Charlie,Buyout,1042.67,N/A
2021-11,Eve,Buyout,1195.62,N/A
